Associated Gene Name	% GC content	Gene type	Chromosome Name	Gene Start (bp)	Gene End (bp)	Length
RP11-498M14.1	51.49	processed_pseudogene	1	242882066	242883475	1409
RP11-498M14.2	71.10	processed_pseudogene	1	242890247	242890803	556
RP11-498M15.1	38.87	lincRNA	12	71709171	71710374	1203
RP11-498M5.2	34.96	antisense	4	101976894	102036903	60009
RP11-498P14.3	35.99	lincRNA	9	97195351	97197687	2336
RP11-498P14.4	39.58	lincRNA	9	97233201	97235014	1813
RP11-498P14.5	41.52	lincRNA	9	97200475	97238700	38225
RP11-499A10.3	27.44	lincRNA	12	44498616	44499158	542
RP11-499E14.1	50.74	TEC	2	97094935	97097433	2498
RP11-499E18.1	38.25	lincRNA	4	102418602	102450010	31408
RP11-499F3.1	38.02	lincRNA	15	81633887	81642190	8303
RP11-499F3.2	40.45	lincRNA	15	81660482	81871125	210643
RP11-499O7.4	38.23	unprocessed_pseudogene	10	5048812	5051670	2858
RP11-499O7.7	34.18	antisense	10	4995488	4997380	1892
RP11-499P1.1	44.86	processed_pseudogene	2	230836909	230837385	476
RP11-499P20.2	39.11	antisense	10	18513115	18545651	32536
RP11-49C9.2	39.66	processed_pseudogene	X	150114378	150116520	2142
RP11-49E18.1	55.32	processed_pseudogene	9	60546920	60547154	234
RP11-49G10.3	49.35	antisense	20	33214920	33217067	2147
RP11-49G2.3	40.84	sense_intronic	12	22104491	22105320	829
RP11-49I11.1	52.07	antisense	18	36179996	36187448	7452
RP11-49I11.2	44.44	processed_pseudogene	18	36273574	36274599	1025
RP11-49I11.3	39.22	processed_pseudogene	18	36278735	36279119	384
RP11-49I11.4	45.43	sense_intronic	18	36189824	36190272	448
RP11-49I4.3	44.28	antisense	3	101823793	101824998	1205
RP11-49K24.3	42.47	TEC	18	47076117	47076594	477
RP11-49K24.4	40.45	antisense	18	47077361	47091280	13919
RP11-49K24.5	41.76	processed_pseudogene	18	47137018	47137290	272
RP11-49K24.8	39.49	antisense	18	47105946	47108062	2116
RP11-49K24.9	63.92	protein_coding	18	47022287	47023927	1640
RP11-49K4.2	35.55	lincRNA	11	96508425	96514748	6323
RP11-49L2.1	33.07	antisense	10	19290223	19291480	1257
RP11-49O14.2	42.14	sense_intronic	9	94900429	94904754	4325
RP11-49O14.3	39.44	sense_intronic	9	94824272	94824773	501
RP11-4B14.3	38.06	lincRNA	3	181534177	181535881	1704
RP11-4B16.1	42.64	TEC	18	77108284	77110537	2253
RP11-4B16.3	62.88	antisense	18	77093086	77093446	360
RP11-4B16.4	51.68	antisense	18	77112602	77115726	3124
RP11-4C20.3	41.89	lincRNA	10	127929376	127934517	5141
RP11-4C20.4	57.41	sense_intronic	10	127934698	127936167	1469
RP11-4G2.1	39.56	lincRNA	15	96028089	96046930	18841
RP11-4H14.1	48.69	processed_pseudogene	3	140902194	140902651	457
RP11-4K16.2	39.62	lincRNA	8	119215111	119246848	31737
RP11-4K3__A.3	45.74	processed_pseudogene	1	27311240	27311838	598
RP11-4K3__A.5	55.56	processed_pseudogene	1	27325329	27325796	467
RP11-4L24.1	49.56	processed_pseudogene	9	41292887	41294125	1238
RP11-4L24.2	64.33	transcribed_processed_pseudogene	9	41280460	41280787	327
RP11-4L24.3	39.17	lincRNA	9	41276280	41282846	6566
RP11-4M23.2	58.25	processed_pseudogene	1	23901471	23902737	1266
RP11-4M23.3	48.26	antisense	1	23907111	23907885	774
RP11-4M23.4	48.64	processed_pseudogene	1	23949016	23949383	367
RP11-4M23.7	53.36	processed_pseudogene	1	24007881	24008519	638
RP11-4N23.1	43.17	processed_transcript	12	13526854	13547582	20728
RP11-4N23.4	43.32	lincRNA	12	13540231	13544540	4309
RP11-4O1.2	42.95	sense_overlapping	9	112032555	112037730	5175
RP11-4O3.1	38.14	lincRNA	4	57605694	57658800	53106
RP11-4O3.2	38.56	lincRNA	4	57720035	57724655	4620
RP11-500B12.1	39.69	lincRNA	9	117648606	117657027	8421
RP11-500C11.3	62.41	antisense	6	17706257	17707344	1087
RP11-500C12.1	40.17	TEC	15	77484275	77485606	1331
RP11-500G10.5	38.37	lincRNA	10	130104569	130104998	429
RP11-500G22.4	37.22	antisense	10	121956782	121957098	316
RP11-500G22.5	42.02	antisense	10	121965764	121967700	1936
RP11-500G9.1	40.23	processed_pseudogene	4	44533615	44533880	265
RP11-500K19.1	40.05	lincRNA	3	120833440	120836360	2920
RP11-500K19.2	44.24	processed_pseudogene	3	120924612	120925158	546
RP11-500M10.1	33.09	processed_pseudogene	7	119178177	119179149	972
RP11-500M8.4	42.42	sense_intronic	12	4645496	4648027	2531
RP11-500M8.6	39.14	processed_pseudogene	12	4635349	4636140	791
RP11-500M8.7	39.32	protein_coding	12	4604944	4662643	57699
RP11-501C14.5	61.43	antisense	17	48995266	48997492	2226
RP11-501C14.6	46.14	antisense	17	49004731	49013725	8994
RP11-501C14.7	38.31	processed_pseudogene	17	49037122	49037429	307
RP11-501C14.9	52.43	processed_pseudogene	17	48899131	48899748	617
RP11-501E14.1	41.04	lincRNA	4	120639090	120650796	11706
RP11-501H19.2	51.28	processed_pseudogene	X	27811885	27812902	1017
RP11-501J20.3	46.20	processed_pseudogene	10	117196168	117196654	486
RP11-501J20.5	66.14	antisense	10	117239600	117241923	2323
RP11-501M7.1	42.37	unprocessed_pseudogene	3	143620528	143627690	7162
RP11-501O2.1	33.04	lincRNA	3	148093175	148127233	34058
RP11-501O2.3	34.86	lincRNA	3	148160911	148226606	65695
RP11-501O2.4	36.52	lincRNA	3	148195729	148280098	84369
RP11-501O2.5	35.26	lincRNA	3	148280891	148399956	119065
RP11-502F1.1	40.78	TEC	17	56471142	56473647	2505
RP11-502F1.2	39.22	processed_pseudogene	17	56368063	56368215	152
RP11-502H18.2	42.54	lincRNA	1	180117140	180123890	6750
RP11-502I4.3	46.77	lincRNA	15	67541072	67542604	1532
RP11-502M1.1	46.58	processed_pseudogene	4	160521829	160522311	482
RP11-502M1.2	36.59	lincRNA	4	160539254	160586817	47563
RP11-502N13.2	42.87	antisense	12	14530151	14533229	3078
RP11-503C24.1	49.36	lincRNA	6	168194358	168204501	10143
RP11-503C24.2	46.17	lincRNA	6	168225279	168226517	1238
RP11-503C24.3	49.75	lincRNA	6	168229732	168240715	10983
RP11-503C24.4	48.18	lincRNA	6	168242938	168262581	19643
RP11-503C24.6	48.20	sense_intronic	6	168298069	168302114	4045
RP11-503D12.1	31.54	lincRNA	5	44698431	44700808	2377
RP11-503E24.2	31.96	antisense	8	42537529	42538304	775
RP11-503G7.1	61.36	lincRNA	12	132457160	132460024	2864
RP11-503G7.2	43.58	lincRNA	12	132462242	132462856	614
RP11-503I22.2	50.17	processed_pseudogene	3	133409955	133410843	888
RP11-503L19.1	34.06	lincRNA	4	148693032	148694323	1291
RP11-503L23.1	43.11	lincRNA	4	151887543	151891263	3720
RP11-503N18.1	55.26	lincRNA	4	2418974	2450360	31386
RP11-503N18.4	51.22	sense_intronic	4	2463797	2464124	327
RP11-503N18.5	46.71	processed_pseudogene	4	2505081	2506279	1198
RP11-503P10.1	49.32	antisense	2	27053618	27054276	658
RP11-504A18.1	40.51	lincRNA	1	56248294	56258571	10277
RP11-504E21.1	48.66	processed_pseudogene	X	35058927	35059974	1047
RP11-504G3.2	40.49	TEC	11	18601882	18602649	767
RP11-504G3.4	47.22	transcribed_processed_pseudogene	11	18595459	18599683	4224
RP11-504I13.2	51.39	TEC	18	76385642	76389406	3764
RP11-504I13.3	47.42	antisense	18	76372717	76378275	5558
RP11-504P24.2	40.68	unprocessed_pseudogene	1	223982754	223988154	5400
RP11-504P24.5	38.66	unprocessed_pseudogene	1	224030704	224035056	4352
RP11-504P24.8	51.85	lincRNA	1	223951388	223953439	2051
RP11-504P24.9	44.92	lincRNA	1	223994262	223995196	934
RP11-505C13.1	34.72	lincRNA	9	108252154	108254820	2666
RP11-505E24.2	52.53	antisense	15	101050732	101086066	35334
RP11-505E24.3	49.78	antisense	15	101043716	101049456	5740
RP11-505K1.1	42.48	processed_pseudogene	6	112825939	112826470	531
RP11-505K9.1	65.64	antisense	16	84117051	84117571	520
RP11-505K9.3	51.16	processed_pseudogene	16	84119293	84121153	1860
RP11-505K9.4	54.22	protein_coding	16	83908132	83951445	43313
RP11-505K9.5	52.12	sense_intronic	16	84085979	84086590	611
RP11-505O17.1	53.23	processed_pseudogene	1	182955390	182956148	758
RP11-505P4.5	36.03	processed_pseudogene	6	73526744	73526879	135
RP11-505P4.6	41.09	antisense	6	73492025	73492742	717
RP11-505P4.7	44.28	antisense	6	73523618	73570596	46978
RP11-506B6.3	51.49	processed_pseudogene	6	112355841	112356714	873
RP11-506B6.5	45.74	processed_pseudogene	6	112325753	112326749	996
RP11-506B6.6	40.13	antisense	6	112236093	112350094	114001
RP11-506D12.5	60.51	antisense	17	50840057	50841626	1569
RP11-506E9.3	35.39	sense_overlapping	6	53125644	53126146	502
RP11-506H20.1	38.31	antisense	5	55233934	55295201	61267
RP11-506H20.2	51.48	processed_pseudogene	5	55356308	55357523	1215
RP11-506H21.5	39.57	antisense	17	58202352	58203003	651
RP11-506K19.1	53.25	processed_pseudogene	14	38835389	38835788	399
RP11-506K19.2	52.98	processed_pseudogene	14	38973399	38974085	686
RP11-506K6.4	46.15	antisense	6	3311662	3313650	1988
RP11-506M12.1	51.60	antisense	7	100115214	100127139	11925
RP11-506M13.3	32.43	lincRNA	10	79660891	79677996	17105
RP11-506N2.1	32.77	lincRNA	4	58780626	58984152	203526
RP11-506O24.1	43.25	antisense	1	164769116	164774641	5525
RP11-506O24.2	36.85	sense_intronic	1	164828436	164829952	1516
RP11-507A3.1	47.40	processed_pseudogene	Y	6789153	6789344	191
RP11-507B12.1	40.18	lincRNA	15	61639349	61715171	75822
RP11-507B12.2	40.22	lincRNA	15	61298791	61635449	336658
RP11-507D14.4	49.70	processed_pseudogene	9	86228815	86228983	168
RP11-507E23.1	42.54	processed_pseudogene	14	75595805	75596206	401
RP11-507F16.1	39.37	processed_pseudogene	11	129788064	129788190	126
RP11-507J18.1	46.45	processed_pseudogene	15	50798670	50798951	281
RP11-507J18.2	35.89	antisense	15	50746709	50749829	3120
RP11-507J18.5	46.43	TEC	15	50742702	50743276	574
RP11-507K13.4	42.91	processed_pseudogene	10	49771841	49773299	1458
RP11-507K13.6	42.18	processed_pseudogene	10	49815096	49815562	466
RP11-507K2.2	39.48	antisense	14	88499334	88515502	16168
RP11-507K2.3	54.07	antisense	14	88551597	88552493	896
RP11-507K2.6	43.20	sense_intronic	14	88589231	88592408	3177
RP11-507M3.1	41.62	protein_coding	2	24124366	24190436	66070
RP11-508M8.1	37.70	lincRNA	5	125108204	125149929	41725
RP11-508N12.2	40.50	antisense	9	106974833	107102988	128155
RP11-508N12.3	47.63	processed_pseudogene	9	106978776	106979554	778
RP11-508N12.4	40.19	protein_coding	9	106923349	106924174	825
RP11-508N22.10	41.18	processed_pseudogene	10	38186670	38186771	101
RP11-508N22.11	46.91	processed_pseudogene	10	38250442	38250603	161
RP11-508N22.12	39.46	lincRNA	10	38137337	38144399	7062
RP11-508N22.13	46.32	lincRNA	10	38149968	38150293	325
RP11-508N22.6	46.67	processed_pseudogene	10	38161570	38161749	179
RP11-508N22.9	38.94	lincRNA	10	38164648	38212357	47709
RP11-508O18.1	41.36	lincRNA	3	73999805	74005609	5804
RP11-509A17.3	56.30	lincRNA	15	20344736	20359166	14430
RP11-509E10.1	41.44	sense_intronic	16	6056975	6092954	35979
RP11-509E10.3	38.91	TEC	16	6037210	6038977	1767
RP11-509J21.2	36.25	lincRNA	9	3647335	3648338	1003
RP11-509J21.4	38.71	lincRNA	9	3684076	3689626	5550
RP11-509M23.1	46.54	processed_pseudogene	5	84999920	85000295	375
RP11-509P12.1	40.67	processed_pseudogene	8	84678798	84679842	1044
RP11-50B3.1	37.13	processed_pseudogene	11	126179497	126179698	201
RP11-50B3.2	50.20	lincRNA	11	126160714	126176035	15321
RP11-50B3.4	35.49	antisense	11	126208611	126209027	416
RP11-50C13.1	39.16	antisense	15	58587507	58591676	4169
RP11-50C13.2	54.88	sense_intronic	15	58521311	58523371	2060
RP11-50D16.4	38.41	lincRNA	13	39053072	39221927	168855
RP11-50D9.1	43.87	processed_pseudogene	4	127812720	127813200	480
RP11-50D9.3	37.29	antisense	4	127840198	127844040	3842
RP11-50E11.2	44.56	processed_pseudogene	10	50629532	50631075	1543
RP11-50I19.1	36.89	processed_pseudogene	12	32007127	32007435	308
RP11-50I19.2	42.69	lincRNA	12	32000375	32001222	847
RP11-50O21.1	38.56	processed_pseudogene	16	62808222	62808706	484
RP11-510C10.2	49.80	antisense	1	75127830	75133058	5228
RP11-510C10.3	52.82	antisense	1	75129974	75132576	2602
RP11-510C10.4	30.35	lincRNA	1	75122518	75123927	1409
RP11-510D21.1	34.08	lincRNA	18	28785068	28789260	4192
RP11-510D21.2	44.57	processed_pseudogene	18	28824652	28824826	174
RP11-510I21.1	34.51	processed_pseudogene	8	14022687	14023422	735
RP11-510I5.4	42.19	lincRNA	12	96422326	96485442	63116
RP11-510I6.1	45.45	processed_pseudogene	5	121575848	121576320	472
RP11-510I6.2	55.97	processed_pseudogene	5	121616247	121616807	560
RP11-510I6.3	37.20	processed_pseudogene	5	121671373	121671872	499
RP11-510J16.5	41.47	antisense	16	82044336	82139631	95295
RP11-510J16.6	37.42	lincRNA	16	81987948	81989016	1068
RP11-510M2.1	49.41	lincRNA	16	71410440	71426464	16024
RP11-510M2.2	44.43	antisense	16	71462278	71465941	3663
RP11-510M2.4	54.38	transcribed_unprocessed_pseudogene	16	71430262	71432282	2020
RP11-510M2.5	41.32	sense_intronic	16	71539834	71541825	1991
RP11-510M2.6	44.17	antisense	16	71513863	71517849	3986
RP11-510M2.7	42.28	unprocessed_pseudogene	16	71420483	71421518	1035
RP11-510M2.8	58.10	unprocessed_pseudogene	16	71443055	71443856	801
RP11-510N19.2	54.02	processed_pseudogene	1	202028606	202028692	86
RP11-510N19.3	47.62	processed_pseudogene	1	202039851	202039934	83
RP11-510N19.5	57.42	sense_intronic	1	202011370	202015657	4287
RP11-510P12.1	42.90	processed_pseudogene	12	42929848	42930579	731
RP11-511B23.1	41.86	lincRNA	12	92999218	93019820	20602
RP11-511B23.2	41.46	antisense	12	93003415	93215679	212264
RP11-511B23.3	41.32	lincRNA	12	93174366	93181832	7466
RP11-511B23.4	45.04	processed_pseudogene	12	93035261	93035744	483
RP11-511B7.1	45.92	processed_pseudogene	4	165664350	165665671	1321
RP11-511H23.1	42.20	TEC	7	18000290	18000879	589
RP11-511H23.2	42.93	TEC	7	17940503	17942922	2419
RP11-511H9.3	41.74	transcribed_processed_pseudogene	12	101773114	101773755	641
RP11-511I11.1	46.47	processed_pseudogene	2	63108118	63108429	311
RP11-511I11.2	35.76	processed_pseudogene	2	63083008	63087322	4314
RP11-511P7.4	37.02	processed_pseudogene	7	150484061	150485135	1074
RP11-512C24.3	42.49	lincRNA	13	74412957	74419115	6158
RP11-512F24.1	44.31	processed_pseudogene	1	113449700	113450728	1028
RP11-512G4.1	43.46	processed_pseudogene	2	180473137	180473419	282
RP11-512M8.11	43.68	TEC	12	122255119	122260274	5155
RP11-512M8.5	45.35	protein_coding	12	122207779	122266423	58644
RP11-512N21.1	45.32	processed_pseudogene	12	101936216	101936674	458
RP11-512N21.3	41.83	antisense	12	101923410	101924719	1309
RP11-512N4.2	36.36	antisense	10	50472814	50474246	1432
RP11-513D4.1	49.41	processed_pseudogene	1	242376923	242377432	509
RP11-513D4.3	46.58	unprocessed_pseudogene	1	242345558	242345718	160
RP11-513D5.2	38.57	antisense	8	38335981	38337551	1570
RP11-513D5.5	41.61	antisense	8	38275888	38276680	792
RP11-513G11.2	51.95	lincRNA	3	194276682	194287368	10686
RP11-513G11.3	50.28	lincRNA	3	194247648	194257772	10124
RP11-513G11.4	44.61	lincRNA	3	194203016	194250153	47137
RP11-513G19.1	40.17	antisense	12	26318953	26421462	102509
RP11-513H8.1	40.57	lincRNA	8	134211865	134320447	108582
RP11-513I15.6	46.28	processed_transcript	6	34248568	34286768	38200
RP11-513M1.1	43.16	antisense	18	10893617	10908783	15166
RP11-513M16.7	26.79	antisense	9	19371386	19371945	559
RP11-513M16.8	33.70	antisense	9	19375451	19375996	545
RP11-513N24.1	40.37	lincRNA	16	65861112	65863784	2672
RP11-513O13.1	51.74	TEC	8	48428143	48431041	2898
RP11-513O17.1	35.46	processed_pseudogene	8	57240057	57240541	484
RP11-513O17.2	42.06	lincRNA	8	57142689	57240298	97609
RP11-513O17.3	37.25	lincRNA	8	57261226	57266613	5387
RP11-514A9.1	39.28	lincRNA	2	144877734	144882033	4299
RP11-514D23.1	50.81	lincRNA	16	86286427	86293389	6962
RP11-514D23.3	41.55	lincRNA	16	86221423	86222729	1306
RP11-514F3.4	43.63	lincRNA	11	36321158	36323440	2282
RP11-514F3.5	46.13	sense_intronic	11	36386521	36388250	1729
RP11-514F8.2	43.75	lincRNA	10	80649797	80653732	3935
RP11-514O12.4	45.36	protein_coding	6	166858094	166956124	98030
RP11-514P8.2	54.78	antisense	7	102426818	102434780	7962
RP11-514P8.6	55.71	protein_coding	7	102582523	102642869	60346
RP11-514P8.7	52.04	protein_coding	7	102541501	102592444	50943
RP11-514P8.8	55.76	processed_transcript	7	102483344	102543764	60420
RP11-515C16.1	56.65	processed_pseudogene	5	140609085	140609400	315
RP11-515C16.7	41.99	processed_pseudogene	5	140732290	140732863	573
RP11-515E23.1	41.83	lincRNA	17	55468066	55510938	42872
RP11-515E23.2	40.45	lincRNA	17	55454046	55458450	4404
RP11-515O17.2	46.84	antisense	17	55271504	55273653	2149
RP11-515O17.3	46.78	lincRNA	17	55325757	55327791	2034
RP11-516A11.1	48.24	processed_pseudogene	X	68070520	68071767	1247
RP11-516C1.1	41.69	antisense	15	44402685	44427144	24459
RP11-516J2.1	43.00	lincRNA	14	76280943	76310066	29123
RP11-517A5.5	47.82	antisense	16	16290135	16292242	2107
RP11-517A5.6	39.46	processed_pseudogene	16	16260866	16261235	369
RP11-517A5.7	60.24	antisense	16	16223027	16224261	1234
RP11-517B11.4	41.51	antisense	3	131517831	131520880	3049
RP11-517B11.6	45.22	unprocessed_pseudogene	3	131537571	131537685	114
RP11-517B11.7	39.27	sense_overlapping	3	131455126	131458598	3472
RP11-517C16.2	51.76	antisense	16	84459259	84467361	8102
RP11-517C16.4	49.92	antisense	16	84495599	84497495	1896
RP11-517I3.1	40.70	antisense	5	126433505	126490371	56866
RP11-517I3.2	39.68	TEC	5	126496279	126498604	2325
RP11-517M22.1	46.04	TEC	4	184984277	184988127	3850
RP11-517O13.1	40.54	antisense	14	58398557	58427125	28568
RP11-517O13.3	39.94	antisense	14	58370023	58395641	25618
RP11-517P14.2	49.52	lincRNA	10	43420738	43422100	1362
RP11-517P14.7	37.51	unprocessed_pseudogene	10	43523256	43525217	1961
RP11-518I13.1	41.40	lincRNA	6	156493226	156499771	6545
RP11-518K17.4	47.73	processed_pseudogene	9	15524576	15524707	131
RP11-518L10.5	42.51	antisense	1	244375100	244409592	34492
RP11-519C12.1	30.82	sense_intronic	15	52648634	52649866	1232
RP11-519G16.2	50.21	antisense	15	45170344	45199958	29614
RP11-519G16.3	42.38	antisense	15	45448427	45513767	65340
RP11-519G16.5	40.88	antisense	15	45430652	45441808	11156
RP11-519M16.1	34.67	lincRNA	4	129724171	129771481	47310
RP11-51B23.3	48.98	lincRNA	11	12538083	12540967	2884
RP11-51C14.1	38.56	processed_pseudogene	X	140397062	140398311	1249
RP11-51E20.1	48.02	processed_pseudogene	10	20547171	20547422	251
RP11-51F16.1	59.16	TEC	17	63700847	63702670	1823
RP11-51F16.5	55.75	transcribed_processed_pseudogene	17	63636601	63637113	512
RP11-51F16.8	44.94	protein_coding	17	63702845	63752097	49252
RP11-51F16.9	55.45	processed_pseudogene	17	63610772	63611184	412
RP11-51G5.1	45.10	lincRNA	6	84023055	84024553	1498
RP11-51I5.1	40.25	processed_pseudogene	2	73877566	73878862	1296
RP11-51J9.4	39.65	antisense	8	30176554	30180888	4334
RP11-51J9.5	54.09	lincRNA	8	30155830	30156232	402
RP11-51J9.6	36.12	lincRNA	8	30197404	30198048	644
RP11-51L5.1	44.44	processed_pseudogene	17	62319884	62320189	305
RP11-51L5.2	58.05	processed_pseudogene	17	62381668	62382015	347
RP11-51L5.3	41.16	unprocessed_pseudogene	17	62231470	62247153	15683
RP11-51L5.4	54.11	unprocessed_pseudogene	17	62260634	62261936	1302
RP11-51L5.5	36.67	transcribed_unprocessed_pseudogene	17	62282387	62297026	14639
RP11-51L5.7	48.71	protein_coding	17	62272487	62282915	10428
RP11-51M24.1	37.54	lincRNA	4	174354854	174376445	21591
RP11-51O6.1	42.05	transcribed_processed_pseudogene	16	61055399	61055964	565
RP11-51P8.1	35.66	lincRNA	4	65858761	65860204	1443
RP11-520A21.1	49.61	lincRNA	3	40970541	40971578	1037
RP11-520B13.8	50.44	processed_pseudogene	9	97151894	97152694	800
RP11-520D19.1	39.34	lincRNA	3	81208193	81208914	721
RP11-520D19.2	34.92	lincRNA	3	81246579	81297345	50766
RP11-520H14.1	56.73	processed_pseudogene	1	228134785	228134992	207
RP11-520H14.7	42.82	TEC	1	228121523	228123771	2248
RP11-520P18.1	50.82	processed_pseudogene	8	143065915	143066587	672
RP11-520P18.5	62.04	protein_coding	8	143080457	143083001	2544
RP11-521A24.1	55.93	processed_pseudogene	3	173644231	173644711	480
RP11-521B24.3	59.49	antisense	14	105416884	105419739	2855
RP11-521B24.4	51.22	TEC	14	105370418	105372918	2500
RP11-521B24.5	64.64	antisense	14	105467793	105470617	2824
RP11-521C10.1	42.63	processed_pseudogene	7	68241637	68242267	630
RP11-521C20.1	38.77	processed_pseudogene	15	40133768	40135214	1446
RP11-521C20.2	46.04	lincRNA	15	40075204	40078704	3500
RP11-521C20.3	56.04	antisense	15	40088832	40089386	554
RP11-521C20.5	37.72	lincRNA	15	40078892	40079347	455
RP11-521C22.2	40.98	TEC	10	50334538	50336123	1585
RP11-521C22.3	40.94	TEC	10	50393006	50394561	1555
RP11-521D12.1	49.61	lincRNA	2	9638772	9649439	10667
RP11-521D12.2	46.77	lincRNA	2	9674023	9708413	34390
RP11-521D12.4	40.96	processed_pseudogene	2	9746704	9746869	165
RP11-521D12.5	51.35	lincRNA	2	9757496	9770341	12845
RP11-521E5.1	38.31	lincRNA	4	130376229	130386371	10142
RP11-521F1.1	33.50	processed_pseudogene	4	167741879	167742287	408
RP11-521H3.3	36.00	TEC	13	60730176	60733600	3424
RP11-521I2.3	43.78	sense_overlapping	8	100913247	100914388	1141
RP11-521L9.1	41.40	lincRNA	16	68927547	68948261	20714
RP11-521L9.2	39.99	sense_intronic	16	68933820	68937725	3905
RP11-521M14.1	37.36	antisense	8	27184321	27210494	26173
RP11-521M14.2	44.67	lincRNA	8	27086076	27087783	1707
RP11-521O16.1	54.62	lincRNA	2	127024252	127025723	1471
RP11-521O16.2	41.76	lincRNA	2	127025211	127029686	4475
RP11-521P1.1	52.32	processed_pseudogene	17	34331862	34332228	366
